No,Study_Regi,PLTD,Load_kW,Load_kW_MAX,latitude,longitude,Pop,Pop_Den,Pop_Radius
1,Maluku & Maluku Utara,PLTD Buli,2071,2950,-0.07569124583208627, 127.26219780743831,375,86,693
